Feature	Gain	Cover	Frequency
mactivos_margen	0.00660837010518321	0.0125922540670546	0.0169849654611946
mcomisiones_mantenimiento	0.00652489040918467	0.0134352974912294	0.0191443664015789
numero_de_cliente	0.00636050701447005	0.00913912478602197	0.0258315435072851
Master_Fvencimiento	0.00634342625798574	0.0109590241921191	0.023242584315319
mrentabilidad	0.00633388714140908	0.00649972077231308	0.015684681023974
Master_Finiciomora	0.00612308202702521	0.00852821602802463	0.00220583967028502
cliente_antiguedad	0.00601787812921198	0.00695601405326782	0.0220003482904743
mcaja_ahorro_dolares	0.00582199877901801	0.0127795268133734	0.0187612468798978
chomebanking_trx	0.00579290997923129	0.0120621642637631	0.0166715040343647
ccaja_seguridad	0.00573526250184934	0.0143988737549806	0.00508504092413073
Master_mfinanciacion_limite	0.00527879212057317	0.00695593918064517	0.0179253497416846
ccaja_ahorro	0.00487716298819686	0.0107998063724166	0.00472514076740001
mcomisiones	0.00486511904543069	0.00640955771430032	0.0136529865908167
Master_mlimitecompra	0.00472205043298214	0.00692608565872393	0.0168224299065421
Visa_mlimitecompra	0.00453431350661852	0.0059858938190244	0.0160794102281303
cprestamos_personales	0.00449659562008921	0.00862756817719724	0.00655947059847913
Master_msaldopesos	0.00439297647742796	0.0071569261128917	0.00978696232658037
mautoservicio	0.00408997678297406	0.00444683284232243	0.00655947059847913
mcomisiones_otras	0.0040714209469685	0.00632654308120796	0.0126081151680502
Visa_mconsumospesos	0.00398009269809517	0.00417356036890058	0.011087246763801
Master_mpagospesos	0.00371249087145993	0.00642461361762594	0.00846345852440936
mcuenta_debitos_automaticos	0.0036475653513954	0.00904582606257257	0.0108434434318221
mtransferencias_recibidas	0.00357424169478222	0.00772973307103879	0.00635049631392581
mpagomiscuentas	0.00345108959725816	0.00735169314401129	0.00831253265223196
Master_fultimo_cierre	0.00342258859196446	0.00432801876834449	0.012724211992802
cmobile_app_trx	0.00336554991610227	0.00396716019767266	0.00855633598421083
Master_mpagominimo	0.00318972149531378	0.00803897404256454	0.00855633598421083
Visa_mconsumototal	0.00309326572867486	0.00208728967973836	0.00566552504788994
mtarjeta_visa_debitos_automaticos	0.0030141934327643	0.00400908267000236	0.0122133859638939
Master_msaldototal	0.00294714189273346	0.00404599384024359	0.00738375805421722
tpaquete7	0.00280496571147155	0.00871401497131193	0.00203169443315725
ctarjeta_debito_trx	0.00276772673369853	0.00400398214040219	0.00508504092413073
cplazo_fijo	0.00265944979793837	0.0163724532983364	0.00277471411156905
mtarjeta_master_consumo	0.00240262368944778	0.00342956712486573	0.00419109537354153
ccomisiones_otras	0.00235889299899382	0.00811337646514551	0.00884657804609044
Visa_mconsumosdolares	0.00233958674105731	0.00296455939354246	0.00957798804202705
Master_mconsumospesos	0.00217610182686186	0.00475582905782654	0.00644337377372729
ctarjeta_master	0.0019892193448704	0.0010179150954584	0.0011841876124688
Master_delinquency	0.00193225430591081	0.0019186032099939	0.00126545538979509
ccallcenter_trx	0.00186957415455295	0.00635847372459042	0.00419109537354153
mtransferencias_emitidas	0.00185982493180924	0.00997162676456304	0.00740697741916759
mplazo_fijo_dolares	0.00180444495719638	0.00711912483625789	0.00255413014454055
tmobile_app	0.00168185370239746	0.00118470641003283	0.00301851744354792
cpagomiscuentas	0.00165827370111832	0.00366454199362001	0.00484123759215185
ctransferencias_recibidas	0.00162367544587719	0.0123712051962957	0.00428397283334301
tcallcenter	0.0015539389857009	0.00180166322357906	0.00191559760840541
ctarjeta_visa_debitos_automaticos	0.00154100735546677	0.00241460707109635	0.00652464155105358
mextraccion_autoservicio	0.00153863566312696	0.00265264015085005	0.00378475648691008
cextraccion_autoservicio	0.00147571405108017	0.00115475044170928	0.00222905903523539
ctarjeta_master_trx	0.00141522247327637	0.00269608754613985	0.00320427236315087
ctarjeta_debito	0.00140704092486277	0.00291727645452126	0.00575840250769141
thomebanking	0.00132347688972257	0.00164566203501821	0.00348290474255529
internet	0.00118698121398619	0.00321658404938172	0.00385441458176119
ccomisiones_mantenimiento	0.00105323307975481	0.00267102132807463	0.00300690776107274
minversion1_pesos	0.0010111457646599	0.0148782555840367	0.00191559760840541
Master_mconsumototal	0.000939599496816782	0.00217327391595394	0.00293724966622163
ccuenta_debitos_automaticos	0.000930801110825445	0.00161579498438859	0.00380797585186045
Master_cconsumos	0.000783771096082313	0.00156951007160919	0.00326232077552679
Visa_mpagosdolares	0.000753752482945592	0.00214388026684465	0.00323910141057642
ctransferencias_emitidas	0.00073855606715164	0.00403061675918494	0.00301851744354792
mprestamos_hipotecarios	0.000665925605028879	0.00868678354027222	0.00127706507227027
mprestamos_prendarios	0.000653615619058639	0.00917449358023658	0.00128867475474546
Visa_mpagado	0.000652740047122035	0.00430946956662741	0.0025889591919661
mttarjeta_master_debitos_automaticos	0.000630495023797477	0.00169850041936755	0.00254252046206536
matm	0.000623227392845022	0.00114195641449581	0.00206652348058281
mcaja_ahorro_adicional	0.000605629680561972	0.00559774949593422	0.00244964300226389
mcheques_emitidos_rechazados	0.000585102088518855	0.00723411266103689	0.000951993962965113
minversion2	0.000570208104453602	0.0107707641599071	0.00166018459395136
ccajas_otras	0.000530688762113581	0.00503748365044492	0.00153247808672433
cseguro_accidentes_personales	0.000520745739402354	0.000656631971197989	0.00170662332385209
ccheques_emitidos	0.000485956034842419	0.00529815831456093	0.000928774598014744
ccajas_consultas	0.000465520576903097	0.00302082818328023	0.00159052649910025
ccajas_depositos	0.00044374844896326	0.00444164556375257	0.00149764903929878
mforex_buy	0.000433587508277023	0.00209258147016218	0.00110291983514251
Visa_msaldodolares	0.000431880817587557	0.00109306923917079	0.00192720729088059
cseguro_vida	0.000415667368315964	0.00194266634146075	0.00156730713414988
Master_mconsumosdolares	0.000407296262060508	0.00138769982529383	0.00174145237127765
mforex_sell	0.000388638694361612	0.00501489845291291	0.00163696522900099
cseguro_vivienda	0.000373738095565141	0.00535895808560379	0.00152086840424914
catm_trx	0.000344943752208646	0.00107956572931233	0.0015556974516747
cprestamos_hipotecarios	0.000338989140394141	0.00323088812830334	0.000545655076333662
mpagodeservicios	0.000330244610876515	0.00662999892918105	0.00109131015266732
Master_mpagosdolares	0.000311534044737711	0.000381937537581267	0.000963603645440297
ccajas_trx	0.000306772169092289	0.0006125418073518	0.0014047715794973
mcheques_emitidos	0.000303569035189181	0.00311227419659119	0.000731409995936611
mcheques_depositados	0.000303385730465438	0.00387602348574767	0.00101004237534103
ccheques_depositados	0.000296186900371874	0.0032246870227865	0.000719800313461427
matm_other	0.000296040197199032	0.000912040972853665	0.00136994253207175
mtarjeta_visa_descuentos	0.000279693480946549	0.00668833296403299	0.000777848725837348
active_quarter	0.000251536538457968	0.000233172245818595	0.000557264758808847
Master_mpagado	0.000243725526698467	0.00070016012564767	0.00102165205781622
tpaquete9	0.00021242417919403	0.00272143136090808	0.0011841876124688
cforex_buy	0.000210930085075363	0.00408510533613751	0.000684971266035874
Master_msaldodolares	0.000179224378438674	0.000566718626290838	0.000650142218610321
catm_trx_other	0.000171944368329763	0.000607770407473549	0.000812677773262901
cinversion1	0.000163696907955076	0.000886908040699851	0.000336680791780345
ccheques_emitidos_rechazados	0.00015811774343845	0.000928321998831028	0.000197364602078133
tcuentas	0.000133387538543907	0.00131118269003144	0.000452777616532188
ctarjeta_master_debitos_automaticos	0.000125697706426198	0.000345219590342775	0.000592093806234399
ccajas_extracciones	9.06283462227062e-05	0.000458543590537596	0.000499216346432925
mtarjeta_master_descuentos	8.21119928554894e-05	0.0012647094080607	0.000406338886631451
cforex	7.59049018650778e-05	0.000454870391306618	0.000359900156730713
Visa_madelantopesos	6.26837746851708e-05	0.000391512971473987	0.000220583967028502
cforex_sell	5.8715909006145e-05	0.000353730490450268	0.000255413014454055
cinversion2	5.81236700738408e-05	0.000372033387056963	0.000185754919602949
minversion1_dolares	4.62200467866941e-05	0.00237271826562869	0.000185754919602949
Visa_cadelantosefectivo	4.06774794459577e-05	0.000107122378315057	8.12677773262901e-05
cpagodeservicios	3.62464092167459e-05	0.000439403876191118	0.000127706507227027
Master_madelantopesos	2.95226981790666e-05	3.73774459533208e-05	0.000127706507227027
Visa_madelantodolares	2.82876175409109e-05	9.50593144438238e-06	4.64387299007372e-05
mcajeros_propios_descuentos	2.36736713799745e-05	0.000207439919593239	0.00016253555465258
Master_cadelantosefectivo	2.26726982221122e-05	1.88540623819909e-05	5.80484123759215e-05
ctarjeta_visa_descuentos	2.07453851871911e-05	0.000189262086084518	9.28774598014744e-05
Master_madelantodolares	1.84544301074654e-05	4.11813882743348e-05	6.96580948511058e-05
ccuenta_corriente	1.2660792876078e-05	0.000386006890440507	4.64387299007372e-05
ctarjeta_master_descuentos	7.87322569098541e-06	0.000102740419347176	3.48290474255529e-05
mcheques_depositados_rechazados	7.80709735082043e-06	1.56147112720585e-05	2.32193649503686e-05
cprestamos_prendarios	6.36865701784432e-06	8.57300823888983e-05	2.32193649503686e-05
ccajeros_propios_descuentos	3.44416019836532e-06	1.04276392473647e-05	1.16096824751843e-05
<<<<<<< HEAD
=======
ctrx_quarter	0.147081292820023	0.0215292057365695	0.0217212270949146
mtarjeta_visa_consumo	0.0670174198841634	0.0226915395467924	0.0258389952645666
cpayroll_trx	0.0523231660925898	0.0155160896882822	0.00298538192299774
mpayroll	0.0481347110865671	0.0350063315522265	0.01502985381923
mpasivos_margen	0.0446561176342899	0.0233429401736239	0.0294420424130121
mcaja_ahorro	0.0360387030503662	0.0191037475957079	0.0259419394688079
mactivos_margen	0.0335045855462287	0.0301356438308205	0.0302655960469426
mcuentas_saldo	0.0297556872509137	0.0317806018347875	0.0354128062590076
cliente_edad	0.0223587952531425	0.02228121644043	0.0318097591105621
mcuenta_corriente	0.0212739407280338	0.012478588201042	0.0173975705167799
chomebanking_trx	0.0193599995234912	0.0151681432830202	0.0265596046942557
mrentabilidad	0.0175779004138894	0.017467425096687	0.0234712785670167
mrentabilidad_annual	0.0174826113493449	0.0154578683406066	0.0193535103973646
numero_de_cliente	0.015664162894165	0.0136424480467658	0.0241918879967058
cliente_antiguedad	0.0156100338508704	0.0125443211491394	0.0241918879967058
Master_Fvencimiento	0.0152391404236843	0.0170293188642621	0.0239859995882232
Visa_msaldopesos	0.0149580170847734	0.0189793757023823	0.0210006176652254
Visa_fechaalta	0.0137393379912208	0.0113757903974567	0.0182211241507103
cprestamos_personales	0.0134617453374311	0.00471826977022556	0.00350010294420424
Visa_msaldototal	0.0129138776785916	0.00953763423686218	0.017088737904056
Master_fechaalta	0.012796033657928	0.0155493634488328	0.0271772699197035
Visa_Fvencimiento	0.012692347011386	0.0118144534266184	0.0222359481161211
mcomisiones	0.0119445512013376	0.0150203446825453	0.0217212270949146
mcomisiones_otras	0.0114784251116395	0.0118143193829595	0.0185299567634342
mtransferencias_recibidas	0.0108588749377527	0.0103091431375622	0.0173975705167799
ctarjeta_visa_trx	0.0107504681649342	0.0181089374259145	0.017088737904056
mprestamos_personales	0.010577272188517	0.0251812458444532	0.00751492690961499
Master_mlimitecompra	0.00996451484739594	0.010477594772553	0.0157504632489191
mcomisiones_mantenimiento	0.00995097216808288	0.0144466996889063	0.00957381099444101
Visa_mfinanciacion_limite	0.00965570745586629	0.0134479919419551	0.0171916821082973
Visa_mpagominimo	0.00947228914168853	0.0143621645398905	0.0189417335803994
mtransferencias_emitidas	0.00879428939533598	0.0123634395425515	0.0145151327980235
ccomisiones_otras	0.00864516239036281	0.0151108757075327	0.0148239654107474
Master_mfinanciacion_limite	0.0084176483253456	0.00939555311399041	0.0161622400658843
mcaja_ahorro_dolares	0.00811666797671495	0.0137498376396182	0.01502985381923
Visa_mpagospesos	0.00783337408944248	0.00732275868407773	0.0133827465513692
cproductos	0.00753660568431323	0.00863182905655526	0.00926497838171711
ccomisiones_mantenimiento	0.00724470687097307	0.0153640790236037	0.00627959645871937
Visa_mconsumospesos	0.00696414036268975	0.00982603947996133	0.0135886349598518
mautoservicio	0.00696207847679347	0.0150625220353598	0.0163681284743669
ctarjeta_debito_trx	0.00695661461110183	0.0137581844351452	0.0214123944821907
Visa_mlimitecompra	0.00593669761598535	0.00957999718858892	0.0110150298538192
thomebanking	0.0059358972213323	0.00273504228206153	0.00339715873996294
mtarjeta_visa_debitos_automaticos	0.005912886249236	0.0059691291060782	0.0109120856495779
mpagomiscuentas	0.00567710410458457	0.010657419496446	0.0127650813259214
ctransferencias_recibidas	0.00540815644327329	0.015351669674108	0.0087502573605106
ctransferencias_emitidas	0.00513320868306889	0.0146365725316889	0.00772081531809759
ccallcenter_trx	0.00471448576378196	0.00714521785791077	0.00308832612723904
mextraccion_autoservicio	0.00462796374045597	0.00971633505623085	0.0128680255301627
mcuenta_debitos_automaticos	0.00461218010007408	0.0118105094497325	0.0115297508750257
ctarjeta_master	0.00442266325372134	0.000976941118961613	0.00144121885937822
Master_msaldototal	0.00438944491970862	0.0053316019979393	0.00494132180358246
Visa_cconsumos	0.00433775153448962	0.00650311264326909	0.00700020588840848
ctarjeta_visa_debitos_automaticos	0.00399364218412003	0.005516396648261	0.00669137327568458
Visa_mpagado	0.00396995181208072	0.0126629240096084	0.00658842907144328
active_quarter	0.00369206218479628	0.000655989044384918	0.00082355363393041
cpagomiscuentas	0.00359915550542628	0.0080511622374019	0.00617665225447807
Master_mpagominimo	0.00347741167356342	0.00639496003266623	0.00442660078237595
ccuenta_debitos_automaticos	0.00336919579758259	0.00713282397499108	0.00689726168416718
ccaja_ahorro	0.00335059543784748	0.0100131644277372	0.00360304714844554
Visa_mconsumototal	0.00331064646118462	0.00467018418537034	0.00689726168416718
cextraccion_autoservicio	0.0032399550238849	0.00434666465917384	0.00669137327568458
Master_status	0.0031663543506217	0.00925931320132996	0.00133827465513692
mdescubierto_preacordado	0.00279587977586513	0.00978450141228915	0.00216182828906733
ctarjeta_debito	0.00279366992038719	0.00310844151593191	0.00442660078237595
mplazo_fijo_dolares	0.00261465941233237	0.0168864180128611	0.00339715873996294
Master_mpagospesos	0.00225937002244129	0.00500212268444864	0.00370599135268684
tcallcenter	0.00209287505692256	0.00176348353155589	0.000926497838171711
ccajas_consultas	0.00197449149277563	0.00934341013069185	0.00195593988058472
Master_msaldopesos	0.00191367454758921	0.00519997628045901	0.00411776816965205
cmobile_app_trx	0.00184724890923194	0.00128276172666256	0.00298538192299774
Visa_mpagosdolares	0.00169659197649658	0.00426988342027079	0.00288243771875643
matm	0.00167503831743154	0.00403771980311626	0.00576487543751287
Visa_mconsumosdolares	0.00154119138953376	0.00372757370965424	0.00360304714844554
ccaja_seguridad	0.00143461896891456	0.00577937484037849	0.00144121885937822
Master_mconsumospesos	0.00135392835618754	0.00235749800581702	0.00288243771875643
cseguro_accidentes_personales	0.0012028825358322	0.00829783865839125	0.00216182828906733
catm_trx	0.00110885233743794	0.00262764237815846	0.00277949351451513
Visa_fultimo_cierre	0.00106242361519527	0.00174322747249123	0.00236771669754993
ccajas_trx	0.00103256887672341	0.00284128219276289	0.00123533045089561
Master_mconsumototal	0.000990746348818723	0.00177686727534105	0.00205888408482602
Visa_Finiciomora	0.000980344870767817	0.0028348532526627	0.000617665225447807
Visa_status	0.000969128369541901	0.00433132181575911	0.00082355363393041
Master_mpagado	0.00089532157265147	0.00721791076521844	0.00175005147210212
Master_fultimo_cierre	0.000891718768068165	0.00114997601598056	0.00144121885937822
cinversion1	0.000805486608856681	0.00632272596711391	0.00082355363393041
tpaquete9	0.000732293027715901	0.00543730057847985	0.00123533045089561
Visa_delinquency	0.000712665967794674	0.00155175641685297	0.00102944204241301
Visa_madelantopesos	0.000705475937066745	0.000409936441961823	0.00123533045089561
tmobile_app	0.000687687800453732	0.00678317109084121	0.00102944204241301
mcheques_emitidos	0.000590292626235848	0.0024584431919932	0.000308832612723904
mtarjeta_master_consumo	0.000578857928648129	0.000942265055518254	0.00175005147210212
internet	0.000502003968526254	0.00272283915357946	0.00082355363393041
tpaquete7	0.00047234304421889	0.00370821986752424	0.000514721021206506
mtarjeta_visa_descuentos	0.000466691581671772	0.00473913418128046	0.00164710726786082
ctarjeta_master_trx	0.000462315281662243	0.000967341530776728	0.000926497838171711
Visa_madelantodolares	0.000460565220762936	0.000683643282313877	0.00164710726786082
ccajas_extracciones	0.000442150662906023	0.00246970285933787	0.000617665225447807
matm_other	0.000439996843473849	0.00225982142270702	0.00175005147210212
Visa_msaldodolares	0.000395340409619586	0.00296945886379006	0.00185299567634342
ctarjeta_visa	0.000361427739206158	0.000126196949296243	0.000308832612723904
mcaja_ahorro_adicional	0.000309129699849164	0.00121187325322424	0.000411776816965205
Master_mpagosdolares	0.000281941970973064	0.000170374645943008	0.000411776816965205
cplazo_fijo	0.000260305286177742	0.00116984541064466	0.000411776816965205
minversion2	0.000255036727188549	0.00410005526001392	0.000617665225447807
ctarjeta_master_debitos_automaticos	0.000245505614034885	0.00222104156109225	0.000720609429689109
minversion1_pesos	0.000237037352773024	0.00157854452652465	0.000205888408482602
Master_madelantopesos	0.000235861458999584	0.000120711470333452	0.000308832612723904
Master_madelantodolares	0.000222736057408795	0.00014373089098088	0.000411776816965205
tpaquete1	0.000215838867704378	0.00405752217595092	0.000514721021206506
cseguro_vida	0.000202987798258078	0.000495605806552708	0.000411776816965205
ctarjeta_visa_descuentos	0.0001900336426558	0.000821986649313443	0.000514721021206506
mttarjeta_master_debitos_automaticos	0.000183172434508262	0.00107034377156395	0.000514721021206506
Master_cconsumos	0.000165176850685785	0.00142826611836074	0.000720609429689109
ccajeros_propios_descuentos	0.00015127164706056	0.00308972180341885	0.000514721021206506
mcheques_depositados	0.000130504578126511	0.00324535680241203	0.000411776816965205
Master_delinquency	0.000126956661277669	5.04571265120653e-05	0.000205888408482602
Visa_cadelantosefectivo	0.000106466257374615	0.000159388221441403	0.000514721021206506
cforex_sell	9.50896184996023e-05	0.000345270687610047	0.000205888408482602
Master_mconsumosdolares	9.282269760412e-05	6.20776806306098e-05	0.000308832612723904
ccheques_depositados	7.29978769326252e-05	0.00152081295375647	0.000205888408482602
cseguro_auto	6.60289461575572e-05	0.00159761997028623	0.000205888408482602
catm_trx_other	6.17700368853632e-05	0.000576212445258761	0.000720609429689109
cforex	6.17174262344317e-05	0.000178798774350152	0.000205888408482602
Master_cadelantosefectivo	4.53903692179076e-05	0.000385638451029835	0.000102944204241301
mcajeros_propios_descuentos	8.77910654293614e-12	0.000171905836969276	0.000102944204241301
mforex_sell	4.65790036986526e-13	8.97886293383192e-05	0.000205888408482602
>>>>>>> 651be16 (prueba)
=======
>>>>>>> 4541cc1be6e1bc1d8a061d505a3ec727ede9351e
